business_type,industry,monthly_revenue,monthly_expenses,monthly_profit,marketing_budget,sales_channel,years_in_business,employee_count,customer_retention_rate,customer_acquisition_cost,location_type,competition_level,market_growth_rate,digital_presence_score,inventory_turnover_rate,operational_cost_ratio,average_order_value,customer_satisfaction_score,brand_strength_score,starting_budget,founder_experience_years,team_size,target_market_size,product_uniqueness_score,marketing_strategy_score,funding_type,business_model_type,scalability_score,innovation_score,customer_validation_score,future_6_month_profit
Services,Education,126677,102610,24067,18591,Offline,7,174,60,175,Urban,9,11,9,2.62,0.51,668,62,88,214834,8,33,985637,8,2,Bootstrapped,B2C,5,7,3,40520
Trading,Food,134499,21041,113458,23989,Online,6,38,83,28,Rural,3,4,4,6.73,0.55,1766,68,95,113425,14,4,439313,6,6,Bootstrapped,B2C,1,4,5,109043
Manufacturing,IT,71166,121946,-50780,27109,Offline,4,104,68,119,Rural,4,8,3,7.26,0.61,253,68,84,111905,19,49,367199,3,2,VC,B2B,4,8,7,-41874
Services,Textile,178009,127919,50090,22953,Both,4,80,67,175,Rural,1,7,4,6.55,0.6,704,65,96,114135,16,14,791563,7,4,Bank Loan,B2B,2,8,5,56916
Manufacturing,IT,98457,113515,-15058,17613,Offline,2,11,70,50,Rural,7,9,5,5.84,0.33,1033,95,51,215196,12,15,87725,9,8,VC,B2B,3,5,6,-1343
Manufacturing,Construction,168965,138590,30375,15667,Both,7,109,59,67,Urban,8,13,9,2.32,0.78,1502,86,62,210665,10,26,544856,9,6,VC,Hybrid,1,8,6,26368
Services,Education,21153,92317,-71164,19556,Offline,13,24,70,49,Urban,4,9,3,4.47,0.47,918,85,66,470953,15,21,451106,7,8,Angel,Hybrid,8,1,7,-66226
Trading,Construction,189745,61023,128722,4181,Online,12,105,71,20,Rural,8,9,3,3.34,0.69,1937,87,91,92782,9,28,682971,8,9,VC,B2B,6,2,8,129083
Manufacturing,FMCG,81405,58824,22581,11588,Both,2,161,75,188,Urban,7,12,3,5.63,0.33,1541,65,86,478924,5,9,221108,8,8,VC,B2B,1,4,9,20151
Trading,Textile,110849,147490,-36641,6547,Offline,1,20,79,48,Rural,1,5,8,2.02,0.78,1379,87,68,431332,19,37,273562,3,5,Angel,B2C,2,9,3,-27910
Services,FMCG,100985,61352,39633,6307,Online,2,115,65,101,Rural,8,9,6,1.85,0.56,1012,78,96,488326,17,8,130786,8,8,Bank Loan,B2C,5,2,2,47261
Manufacturing,Textile,135412,139292,-3880,17358,Both,7,23,91,119,Rural,8,9,8,7.24,0.63,1954,91,93,62140,16,43,178660,9,2,Bootstrapped,Hybrid,2,3,5,12352
Trading,Construction,156841,61585,95256,10360,Online,3,69,86,49,Rural,1,1,6,1.31,0.78,1579,62,64,252979,9,44,503748,9,5,Angel,B2C,5,9,6,110619
Services,Textile,43634,16240,27394,10941,Offline,10,149,79,164,Urban,4,2,3,7.44,0.38,957,60,69,250010,19,33,810064,1,3,Bootstrapped,B2B,8,4,8,41347
Manufacturing,Construction,71421,22270,49151,21191,Online,2,12,74,163,Rural,6,14,3,5.02,0.38,1698,89,57,241562,7,22,22897,5,5,Bootstrapped,B2B,2,1,5,58804
Trading,Construction,58508,131773,-73265,25167,Online,12,154,52,156,Urban,7,2,3,2.24,0.69,640,93,93,82732,13,25,226166,5,5,VC,B2B,2,6,3,-59515
Manufacturing,Textile,149615,97673,51942,9812,Online,9,136,82,100,Urban,6,11,5,2.55,0.75,1758,96,89,305760,19,5,235249,2,2,Bootstrapped,Hybrid,3,9,5,63809
Trading,Food,132860,65082,67778,2656,Offline,14,186,57,160,Urban,3,5,4,4.56,0.56,1244,86,62,471821,12,35,155696,4,8,VC,B2B,5,2,4,80515
Services,Textile,182691,82124,100567,28054,Offline,5,104,73,88,Urban,2,1,6,1.51,0.35,1148,92,52,408088,5,39,966125,7,3,Angel,Hybrid,7,3,6,117824
Manufacturing,Food,40918,133581,-92663,18017,Online,7,94,61,103,Rural,2,6,8,2.18,0.32,857,89,94,181817,13,29,279004,8,1,Angel,B2C,5,6,4,-73856
Trading,Education,191626,76691,114935,19121,Both,13,25,75,95,Rural,9,14,2,2.36,0.59,259,83,93,392996,12,21,943156,4,2,VC,B2B,1,8,1,133672
Manufacturing,Textile,112001,44300,67701,24786,Both,11,159,58,24,Rural,6,11,3,3.88,0.69,650,63,79,116213,19,15,777523,3,3,Angel,B2B,1,5,3,84340
Services,FMCG,59883,143432,-83549,20632,Offline,11,128,69,165,Rural,9,2,2,1.03,0.57,1828,64,93,376381,10,22,626201,6,3,Bank Loan,B2C,4,5,6,-64983
Trading,Construction,169813,43683,126130,17029,Both,10,71,70,142,Rural,4,3,1,6.97,0.33,251,63,73,382434,9,46,563108,1,8,VC,Hybrid,3,5,2,121706
Trading,Education,125622,108988,16634,17830,Both,12,84,65,80,Urban,5,5,9,3.96,0.74,1841,79,77,310561,3,28,507733,4,1,Angel,B2C,5,3,2,33933
Manufacturing,Construction,190355,35275,155080,22477,Online,14,57,70,89,Urban,8,10,7,6.58,0.75,345,92,73,382054,6,22,554253,5,8,VC,B2C,8,3,9,152226
Manufacturing,Construction,174114,83028,91086,8701,Both,8,43,62,50,Urban,9,11,1,5.51,0.83,422,63,73,120749,17,21,254131,8,7,Bootstrapped,B2B,4,8,3,88356
Services,Food,21849,39200,-17351,28371,Both,4,199,84,42,Rural,7,9,3,7.21,0.83,1318,77,52,183491,7,28,557647,9,1,Angel,B2C,9,5,4,-21050
Manufacturing,IT,89133,118900,-29767,3557,Both,10,9,61,158,Urban,8,13,8,6.68,0.68,1187,68,73,385483,6,19,428696,6,8,VC,Hybrid,6,5,7,-32453
Trading,FMCG,72003,114449,-42446,18767,Online,3,31,56,83,Urban,3,1,1,3.01,0.86,738,93,66,69560,12,31,482751,4,8,Bank Loan,Hybrid,5,4,4,-35660
Services,Education,197825,102464,95361,25288,Both,14,149,61,77,Rural,9,14,4,5.39,0.47,429,73,58,322554,1,45,348780,1,1,Bank Loan,B2B,8,1,5,107765
Trading,IT,172152,94891,77261,24484,Online,13,125,62,184,Urban,2,14,8,3.2,0.81,1455,61,63,439481,17,14,428944,7,9,Bank Loan,B2C,1,4,2,95261
Manufacturing,Healthcare,163079,52448,110631,13474,Online,7,45,77,103,Rural,7,14,2,2.22,0.46,1791,87,61,396425,15,41,73655,6,2,Angel,B2B,9,4,5,116433
Manufacturing,Food,153360,137250,16110,13322,Both,10,145,50,148,Rural,9,3,2,6.5,0.45,532,99,64,64069,6,21,925157,2,6,Bank Loan,Hybrid,2,6,9,26496
Manufacturing,Food,118486,114837,3649,2155,Both,4,101,90,122,Urban,5,14,7,3.56,0.61,281,78,76,120394,7,26,925632,8,4,VC,B2B,7,7,4,12055
Trading,FMCG,42423,30963,11460,14595,Offline,4,183,82,62,Rural,8,10,6,2.22,0.68,130,68,81,369912,5,28,632071,5,8,Bootstrapped,B2B,1,8,2,27820
Trading,Textile,139254,98985,40269,12249,Both,7,45,93,53,Rural,5,11,1,7.74,0.71,1910,80,93,376146,8,44,403088,8,4,VC,B2B,6,8,2,44089
Trading,FMCG,149495,92236,57259,15310,Offline,3,166,85,25,Urban,7,12,1,5.35,0.5,303,96,66,420938,6,30,736558,3,6,Bootstrapped,B2C,6,5,5,74184
Services,Healthcare,65330,24465,40865,2012,Both,4,102,68,92,Rural,3,3,6,4.85,0.72,204,83,59,224863,15,13,64939,2,2,VC,B2C,1,7,7,42751
Trading,Construction,102368,29389,72979,29062,Online,14,176,87,195,Rural,9,12,1,1.5,0.47,1709,78,79,84627,7,17,638982,5,5,VC,B2C,7,7,7,73814
Services,Construction,163024,33784,129240,11839,Both,6,166,82,71,Rural,5,7,3,2.02,0.6,642,98,64,94544,19,38,872905,5,6,Angel,B2C,7,1,6,127410
Trading,Textile,91309,132389,-41080,8310,Online,1,124,92,101,Rural,6,11,1,2.7,0.58,214,66,96,409418,14,48,339490,5,2,VC,B2C,2,1,3,-28668
Trading,Textile,73539,104250,-30711,18624,Offline,5,123,78,138,Rural,9,11,9,7.53,0.69,1352,75,87,89715,15,4,203170,9,5,VC,Hybrid,3,8,8,-12392
Trading,Textile,20911,109278,-88367,21451,Offline,14,84,53,172,Urban,9,13,5,5.84,0.8,101,65,65,87142,18,42,435885,3,7,VC,Hybrid,7,4,4,-78252
Services,Food,143633,49075,94558,6532,Online,3,30,88,22,Rural,7,6,8,3.81,0.55,575,72,91,261657,5,37,857378,9,4,VC,Hybrid,9,1,5,99408
Trading,Textile,21984,142499,-120515,5723,Both,10,185,75,194,Rural,4,13,3,2.16,0.62,1392,87,94,335067,1,35,415890,6,5,VC,B2C,5,6,8,-115573
Services,Textile,87757,68737,19020,18985,Both,7,104,56,180,Rural,6,8,8,5.06,0.72,1024,86,83,423140,13,2,81817,9,4,Bank Loan,Hybrid,1,3,2,29561
Trading,Food,118344,126679,-8335,27257,Online,12,163,60,45,Rural,7,8,4,1.27,0.46,1983,84,77,130274,14,20,797689,2,3,VC,B2B,8,2,1,-158
Manufacturing,IT,21524,87023,-65499,14413,Both,2,45,62,108,Urban,4,3,8,1.66,0.67,614,62,79,169441,2,33,565946,9,2,Angel,B2B,4,4,9,-57854
Services,Textile,37005,113322,-76317,27369,Both,14,51,67,165,Rural,3,14,9,3.84,0.67,1793,96,90,160253,10,25,724496,8,6,VC,Hybrid,4,3,5,-70550
Services,FMCG,50622,71356,-20734,2408,Online,11,117,74,76,Rural,6,6,4,4.48,0.48,808,78,69,314533,11,19,410798,3,7,Bootstrapped,B2B,5,4,4,-5136
Manufacturing,Textile,158504,111672,46832,3746,Both,3,171,61,103,Rural,2,8,1,6.09,0.62,204,73,54,492474,6,7,15783,8,1,VC,B2B,9,1,3,52328
Services,FMCG,143157,68228,74929,11565,Both,4,140,68,118,Rural,6,4,6,3.25,0.74,494,94,60,460023,17,27,224997,9,1,VC,B2B,4,7,6,92272
Manufacturing,Food,141269,76592,64677,15228,Offline,13,105,81,132,Urban,2,12,3,5.49,0.32,1429,67,80,496615,13,9,529721,5,6,Angel,Hybrid,6,7,1,83076
Services,Food,154610,138146,16464,11750,Offline,14,45,90,102,Urban,4,3,4,1.73,0.82,1570,67,55,130452,8,9,865266,3,7,Bank Loan,B2C,3,9,8,17482
Trading,Textile,170015,30367,139648,19479,Both,4,11,71,90,Urban,5,2,9,3.45,0.57,1794,78,93,331566,15,13,591695,7,2,Bank Loan,Hybrid,7,4,6,140720
Manufacturing,IT,21591,19344,2247,7956,Online,5,142,71,51,Urban,6,6,6,4.72,0.65,1493,95,63,170202,7,33,127841,4,2,Bootstrapped,B2B,2,7,2,14364
Trading,Textile,160806,45421,115385,9672,Both,5,102,88,51,Urban,2,8,7,3.56,0.8,1155,97,88,444521,9,40,696472,8,5,Bank Loan,Hybrid,7,7,1,114788
Services,FMCG,172499,83756,88743,7077,Online,7,73,67,46,Rural,7,13,3,4.35,0.39,1962,86,80,338519,14,16,612118,7,1,Bank Loan,B2B,9,9,7,101226
Trading,Textile,131635,37854,93781,23877,Both,2,142,84,134,Rural,1,7,2,3.09,0.55,230,70,53,241965,7,33,988703,1,4,Angel,Hybrid,9,3,6,105818
Services,Textile,84666,29945,54721,27432,Offline,12,150,52,37,Rural,2,2,6,7.92,0.6,659,60,78,414476,19,20,795384,4,9,Angel,Hybrid,1,3,1,68925
Manufacturing,Food,182496,66633,115863,13552,Both,4,86,66,93,Rural,3,7,7,6.13,0.61,1962,79,90,381502,11,8,506933,9,4,Bootstrapped,B2B,1,6,1,124983
Services,Textile,106233,126963,-20730,8090,Offline,6,129,84,132,Urban,2,10,4,7.74,0.81,1612,87,71,276745,9,4,762987,4,2,Bootstrapped,Hybrid,4,8,2,-10201
Manufacturing,Food,32935,66096,-33161,23853,Both,2,72,71,162,Rural,9,7,7,2.56,0.69,1839,73,56,437934,6,24,80581,3,5,Bootstrapped,B2C,3,6,3,-23363
Services,Construction,81610,53540,28070,21992,Both,1,60,70,43,Rural,9,2,3,5.71,0.78,385,97,64,143514,4,20,755692,2,1,Bootstrapped,Hybrid,8,7,2,33729
Services,Healthcare,142149,93999,48150,29301,Online,4,129,50,99,Rural,1,4,1,5.85,0.49,1356,84,87,264367,12,22,758521,2,1,Bootstrapped,B2B,5,5,1,66796
Services,Education,141804,117146,24658,12229,Offline,2,194,74,171,Urban,2,1,1,1.54,0.63,1272,65,70,245556,9,33,640708,9,4,VC,Hybrid,9,5,8,43622
Services,Healthcare,149808,86630,63178,16702,Offline,13,54,77,170,Urban,2,4,6,3.95,0.83,859,65,89,289062,12,6,440340,3,4,Bootstrapped,B2C,8,5,9,64110
Services,IT,150729,140522,10207,14487,Offline,12,59,87,32,Urban,7,6,9,3.8,0.33,510,85,91,268168,16,29,203282,9,1,Bank Loan,Hybrid,5,3,3,11790
Manufacturing,IT,199552,84394,115158,23103,Both,5,64,83,192,Urban,6,14,7,6.14,0.32,187,90,71,260262,9,25,897207,3,1,Bootstrapped,B2C,1,2,8,129649
Trading,IT,113561,50662,62899,2789,Both,1,22,70,11,Rural,9,10,7,5.34,0.62,276,62,91,223029,2,44,405879,4,8,Bootstrapped,B2C,7,2,9,69865
Manufacturing,Food,73893,73653,240,21154,Online,10,160,57,84,Urban,5,10,1,5.36,0.87,1235,68,75,349654,13,11,156730,1,5,VC,Hybrid,2,5,5,-2167
Trading,Education,117944,116125,1819,6490,Both,1,73,83,105,Urban,8,13,7,5.78,0.37,1404,82,99,388221,13,29,672507,7,1,Bank Loan,Hybrid,9,9,6,764
Trading,Construction,166297,74293,92004,9861,Online,9,35,72,189,Urban,1,3,6,4.94,0.6,191,67,71,119181,3,32,513915,8,2,Angel,B2C,5,6,1,107772
Services,Textile,169083,36108,132975,9525,Online,11,169,70,110,Rural,3,6,1,3.45,0.66,526,95,75,419150,10,28,769786,2,1,Angel,B2C,4,5,2,143737
Manufacturing,Textile,67931,102129,-34198,13799,Offline,12,79,70,89,Rural,4,7,5,7.58,0.78,880,73,92,268718,8,2,179319,3,1,Angel,B2C,9,6,8,-26121
Manufacturing,FMCG,135930,114743,21187,26490,Both,4,84,83,143,Urban,2,1,7,1.03,0.5,1071,93,50,237377,5,22,876918,5,6,Bootstrapped,B2C,2,5,8,25588
Trading,Construction,147664,37842,109822,7407,Online,8,115,60,150,Rural,5,4,1,2.84,0.43,657,89,54,318695,16,31,36361,4,1,Bank Loan,Hybrid,7,9,1,115340
Services,Food,95933,24472,71461,16606,Online,7,61,69,159,Urban,9,2,5,7.11,0.72,273,86,68,212386,16,22,296706,1,2,Angel,Hybrid,3,4,5,68059
Services,Construction,141433,112725,28708,20819,Offline,12,185,68,128,Urban,8,9,9,1.74,0.73,790,66,76,250111,15,44,526485,3,6,Bank Loan,Hybrid,1,3,2,37108
Manufacturing,Healthcare,69310,128971,-59661,10421,Offline,10,194,66,189,Rural,5,5,1,3.4,0.82,780,98,86,300676,10,33,356392,5,1,VC,Hybrid,7,5,5,-52919
Services,IT,35606,83430,-47824,6096,Online,10,63,84,25,Urban,5,5,9,4.29,0.67,1515,76,79,145408,12,34,879015,7,6,Bank Loan,Hybrid,2,9,1,-33745
Services,Education,62208,65342,-3134,27229,Offline,12,85,63,188,Urban,8,12,7,3.28,0.7,1193,99,80,280180,9,44,865148,1,7,Bank Loan,Hybrid,6,8,2,9987
Manufacturing,Textile,94256,78581,15675,11780,Both,7,147,94,66,Urban,4,13,9,3.5,0.38,1663,65,90,395402,14,17,688192,4,5,Bank Loan,B2C,6,8,2,29444
Manufacturing,Textile,94406,126429,-32023,10421,Online,4,17,61,18,Rural,4,3,5,6.6,0.8,1833,77,87,76197,10,44,229021,9,4,Angel,B2C,2,8,6,-12850
Services,Textile,165086,76662,88424,19152,Both,6,38,51,173,Rural,7,8,3,6.9,0.79,866,73,66,441823,15,44,877574,1,3,VC,B2C,5,5,4,105801
Manufacturing,Textile,50775,56167,-5392,28727,Online,6,72,81,100,Rural,3,10,2,2.31,0.89,1259,75,78,64879,13,13,343487,7,6,Bootstrapped,Hybrid,5,2,3,4682
Manufacturing,Textile,159006,142106,16900,12337,Online,11,37,85,12,Rural,3,12,6,7.69,0.82,621,86,94,366221,18,19,704613,1,1,Bank Loan,Hybrid,9,5,9,19904
Services,Healthcare,92235,53123,39112,3464,Offline,9,11,69,193,Rural,7,12,9,3.1,0.65,1606,84,66,131958,3,40,231222,2,5,Angel,Hybrid,7,2,2,46295
Services,FMCG,138234,100161,38073,27552,Offline,3,112,87,171,Rural,7,7,8,2.11,0.48,208,60,68,205308,1,35,938896,9,7,Bootstrapped,B2B,9,8,2,46654
Services,Healthcare,154048,44436,109612,14072,Both,6,60,61,181,Rural,8,13,9,3.61,0.44,365,93,78,494318,18,8,145834,9,4,Bootstrapped,Hybrid,5,5,2,129297
Services,Construction,194146,141050,53096,17312,Offline,6,32,67,197,Rural,6,10,6,3.94,0.46,1092,84,87,224336,16,27,453624,9,7,VC,Hybrid,9,1,3,66472
Trading,Food,153314,42959,110355,8147,Online,13,32,93,39,Urban,4,5,4,7.04,0.58,1364,83,69,454368,13,18,485570,4,4,VC,B2C,2,9,8,113949
Services,FMCG,26210,127721,-101511,15001,Both,9,105,78,184,Rural,4,2,5,7.02,0.52,331,94,54,394625,15,28,862843,3,7,Bank Loan,B2B,1,8,5,-98367
Trading,IT,106273,75915,30358,15321,Online,13,169,72,182,Rural,9,1,6,2.85,0.75,467,99,87,373500,17,27,404761,6,7,VC,B2B,2,4,7,33119
Trading,Construction,24302,59453,-35151,11037,Online,13,166,50,110,Rural,9,2,7,4.26,0.89,1784,89,87,112027,7,26,565829,3,2,Bank Loan,B2B,6,9,3,-33869
Manufacturing,Healthcare,174882,32686,142196,8733,Offline,6,74,90,174,Urban,7,13,1,3.35,0.73,474,65,53,346903,14,49,458206,7,6,Angel,Hybrid,5,5,7,140271
Manufacturing,FMCG,53610,111469,-57859,21798,Online,5,27,76,157,Rural,4,13,7,5.67,0.32,942,92,79,430767,8,38,390108,7,8,VC,Hybrid,7,1,6,-49000
Trading,Construction,118810,73538,45272,14480,Online,4,184,55,39,Rural,7,13,7,4.67,0.66,283,67,69,147078,9,17,882311,2,8,Angel,B2B,3,4,3,58971
Trading,Food,54574,144383,-89809,29050,Online,1,13,74,74,Urban,8,2,7,7.01,0.4,1327,86,60,142969,14,15,130935,6,9,Bank Loan,B2B,1,9,3,-82454
Services,IT,159038,89001,70037,26231,Both,10,105,94,186,Rural,1,2,7,6.53,0.33,1808,79,52,80472,18,17,365634,4,9,Angel,B2B,3,6,5,72088
Manufacturing,IT,66981,135836,-68855,16253,Both,11,118,94,178,Rural,4,10,6,1.8,0.58,1887,89,80,330072,2,4,427700,2,6,Bank Loan,B2B,3,5,5,-61859
Services,Food,125481,70119,55362,18664,Online,4,94,50,62,Urban,4,5,9,6.34,0.86,1979,99,50,278134,13,21,367221,4,5,VC,Hybrid,5,1,6,61905
Manufacturing,Textile,30637,124340,-93703,8544,Offline,5,198,85,113,Urban,7,9,4,6.76,0.68,277,87,76,211645,15,34,922498,1,6,VC,B2C,8,4,4,-93978
Manufacturing,Education,193470,35637,157833,11004,Offline,3,114,52,102,Urban,4,4,2,1.06,0.44,1198,82,87,318017,18,2,79100,1,5,VC,B2C,5,7,1,175758
Manufacturing,FMCG,174607,118028,56579,10127,Both,1,75,64,60,Urban,9,5,5,2.22,0.45,1872,92,55,120143,3,18,510267,8,9,VC,Hybrid,6,5,8,52548
Manufacturing,Textile,178197,118848,59349,16384,Online,12,6,50,123,Rural,3,13,2,6.75,0.84,237,68,99,392946,14,43,431968,2,1,Bank Loan,B2B,9,3,3,67557
Trading,Construction,55180,26254,28926,7391,Online,9,92,61,108,Urban,9,5,9,4.5,0.32,1206,71,67,410964,8,17,189769,2,1,Angel,B2B,5,7,5,48172
Trading,Education,92191,114979,-22788,19994,Online,10,108,58,35,Urban,7,11,2,2.09,0.46,555,61,71,343588,7,27,687468,5,3,VC,Hybrid,6,7,1,-3209
Trading,IT,152439,92415,60024,10348,Both,4,130,79,137,Urban,8,3,5,2.35,0.72,1228,64,84,326907,3,20,375263,9,1,VC,Hybrid,1,5,4,64815
Trading,Textile,180162,96392,83770,27904,Offline,6,62,63,73,Rural,4,8,3,7.7,0.78,1732,80,66,212691,16,31,683387,2,6,VC,Hybrid,5,1,8,95048
Services,Education,99028,27785,71243,21798,Offline,1,82,91,45,Urban,2,7,3,2.97,0.51,1104,98,98,263561,12,39,231334,7,9,Bank Loan,Hybrid,7,7,6,72584
Services,Food,155788,60322,95466,24658,Online,3,95,56,128,Urban,5,8,8,2.44,0.42,1134,97,54,132931,7,37,872468,8,5,Bootstrapped,B2B,9,2,2,96075
Trading,Textile,190600,61433,129167,15331,Both,8,166,83,124,Urban,2,5,1,6.66,0.32,922,84,56,199553,18,11,164953,6,8,Bank Loan,B2B,3,1,1,133820
Trading,Food,190929,35341,155588,26293,Offline,11,5,90,165,Urban,7,1,9,1.18,0.49,845,70,55,460913,18,45,917789,8,9,VC,B2C,4,2,5,164317
Manufacturing,Textile,95500,41015,54485,21699,Offline,12,157,77,189,Rural,8,3,6,3.1,0.68,681,82,75,145306,1,29,872997,9,9,Angel,Hybrid,2,4,6,72602
Manufacturing,Healthcare,84387,56425,27962,11488,Both,13,177,93,55,Urban,8,13,9,2.24,0.75,1306,96,60,79218,2,33,85093,4,5,Angel,Hybrid,2,1,9,23434
Manufacturing,IT,134782,111909,22873,13424,Online,13,97,57,190,Rural,2,3,2,4.84,0.58,1727,63,56,434577,9,24,414003,7,1,Angel,Hybrid,7,6,9,41725
Trading,IT,146135,109828,36307,22460,Offline,14,196,55,100,Rural,2,4,1,5.05,0.53,876,63,95,77175,13,7,447576,1,7,Angel,B2B,9,2,4,52429
Services,IT,94910,148012,-53102,2412,Offline,7,62,73,54,Urban,9,5,2,5.27,0.84,808,65,97,206798,16,9,864522,5,3,Bootstrapped,B2C,9,4,8,-38796
Trading,Construction,173999,114530,59469,5154,Online,10,90,88,85,Urban,7,14,8,3.11,0.39,803,91,83,470107,11,3,533246,4,7,Bank Loan,B2C,8,3,1,75515
Services,Textile,103955,48157,55798,29310,Offline,13,27,94,181,Rural,9,10,5,3.46,0.56,439,97,93,331264,16,23,538101,4,5,VC,B2C,9,2,3,72323
Services,FMCG,166985,109066,57919,9867,Online,2,136,74,71,Urban,2,2,5,1.09,0.48,1976,96,85,111713,17,17,929849,1,7,Bootstrapped,Hybrid,4,3,1,57879
Manufacturing,Textile,146283,29847,116436,6899,Both,7,8,60,68,Rural,3,10,1,1.64,0.81,1525,65,74,294076,15,2,715846,8,2,VC,B2B,4,8,4,127085
Trading,FMCG,93451,133744,-40293,20076,Both,7,151,77,131,Urban,3,11,7,1.03,0.83,1009,65,58,289160,9,28,932681,1,4,Bootstrapped,B2C,4,8,3,-43917
Trading,Healthcare,77405,62696,14709,21942,Online,9,105,52,60,Urban,9,3,3,3.13,0.55,1540,86,79,307634,18,31,809978,3,5,Angel,Hybrid,1,1,7,31151
Manufacturing,Construction,128718,134002,-5284,17356,Offline,12,61,88,91,Urban,7,14,4,2.29,0.66,1112,62,65,116894,19,11,695428,1,4,Bank Loan,B2C,6,2,6,14218
Services,Food,125065,117518,7547,6601,Online,11,185,84,114,Rural,7,5,5,2.06,0.44,403,98,95,484262,2,31,873479,9,2,VC,B2C,1,9,3,12254
Services,Food,108833,54233,54600,23249,Online,6,172,75,194,Urban,1,9,8,7.38,0.33,1129,93,52,139896,19,30,560943,7,4,Bank Loan,B2C,9,4,6,72423
Trading,Construction,90075,83678,6397,12827,Both,7,9,92,128,Urban,1,5,2,6.04,0.82,1063,60,64,106804,7,39,191228,8,7,Bootstrapped,Hybrid,7,8,7,19991
Services,Construction,180716,39067,141649,5765,Online,12,108,68,61,Rural,2,9,2,7.21,0.46,319,75,85,56572,8,36,800295,3,5,VC,B2C,2,6,7,144579
Manufacturing,IT,90039,77812,12227,22840,Online,2,82,73,111,Rural,4,2,4,7.48,0.73,1447,74,60,296326,17,16,312392,5,3,Angel,Hybrid,7,7,8,11326
Trading,Textile,147817,44548,103269,25525,Both,3,92,57,73,Urban,6,4,8,7.91,0.74,938,89,65,116567,14,49,751075,6,7,VC,B2C,4,4,3,121717
Manufacturing,Textile,123305,41065,82240,24602,Both,4,39,93,22,Urban,8,7,7,4.84,0.63,1931,90,52,300232,17,17,95030,2,5,Angel,B2B,1,6,3,90980
Services,Construction,71964,70271,1693,11579,Both,4,132,71,27,Rural,6,2,4,1.23,0.33,111,96,51,388178,13,22,49206,6,2,Angel,Hybrid,9,8,9,3868
Trading,Education,95482,19617,75865,3698,Online,8,53,91,93,Rural,2,5,7,6.46,0.41,439,65,55,358027,17,20,177024,1,1,VC,Hybrid,3,2,4,94726
Manufacturing,Healthcare,20890,43282,-22392,7246,Both,2,166,78,69,Rural,7,12,9,2.52,0.57,1739,97,78,324093,6,20,958953,9,9,Angel,B2C,4,6,5,-13827
Services,FMCG,173171,82270,90901,10034,Both,11,87,81,151,Urban,1,5,9,1.83,0.52,1044,79,67,121936,11,5,767003,5,4,VC,B2C,3,8,6,99999
Services,Education,71690,34069,37621,23186,Offline,6,99,75,17,Rural,7,13,1,3.82,0.5,1319,69,65,303862,18,14,62027,4,5,VC,Hybrid,2,9,2,36696
Services,Construction,173239,21294,151945,12814,Offline,6,131,70,82,Rural,2,6,7,2.79,0.75,1660,97,95,275226,17,37,208019,3,8,Bootstrapped,B2C,6,7,9,164350
Services,IT,157970,131862,26108,5392,Online,14,72,61,162,Urban,5,3,2,5.92,0.49,614,92,58,268630,9,28,61968,8,2,Bootstrapped,B2C,3,1,7,25159
Manufacturing,Textile,35148,107106,-71958,16540,Offline,4,64,77,67,Urban,6,6,2,4.3,0.66,988,61,86,278751,8,41,997260,4,7,Bootstrapped,Hybrid,8,8,5,-58396
Services,Food,66497,39977,26520,14559,Offline,4,194,57,32,Rural,8,14,6,7.36,0.31,1287,95,88,329911,9,2,844384,7,4,Bank Loan,B2C,8,5,1,41028
Manufacturing,FMCG,96305,40613,55692,23585,Online,9,113,56,73,Urban,2,7,1,1.94,0.32,1324,95,71,197021,18,11,830463,6,7,Angel,B2B,4,9,5,67094
Services,Food,101917,46191,55726,26313,Both,8,75,73,152,Urban,1,1,7,3.58,0.8,709,69,86,454809,10,12,283374,6,5,Bank Loan,B2C,8,4,8,58758
Services,Education,138854,80387,58467,7381,Online,12,105,62,58,Urban,9,11,4,2.64,0.61,1195,86,89,115341,15,40,703215,8,3,VC,Hybrid,8,3,2,71311
Services,Healthcare,171336,57489,113847,9638,Both,1,112,86,133,Urban,9,9,4,3.24,0.51,444,63,68,87580,19,14,974534,2,5,Angel,B2B,2,7,7,133152
Manufacturing,Food,149170,83625,65545,22735,Online,13,39,76,52,Urban,3,5,7,3.02,0.59,132,67,86,266482,17,46,989020,4,2,Bank Loan,B2B,6,2,9,71308
Services,Education,176668,69543,107125,9743,Both,1,159,50,22,Urban,8,3,8,2.75,0.4,1469,80,95,293146,12,2,846896,2,6,Bootstrapped,B2C,2,4,6,105064
Manufacturing,IT,159121,24219,134902,3936,Both,9,77,76,186,Rural,7,11,9,6.53,0.64,191,79,68,458649,2,4,95862,8,2,Bank Loan,B2B,9,4,2,142180
Services,IT,65190,118807,-53617,22038,Both,8,45,93,132,Rural,1,2,2,7.61,0.51,162,84,68,380247,5,27,992108,5,8,Angel,B2C,7,7,4,-45736
Trading,Construction,183005,44326,138679,19205,Offline,5,33,66,118,Urban,1,3,4,4.1,0.76,890,70,85,237595,9,25,661217,9,1,Angel,B2C,6,3,1,151403
Services,Food,169159,67229,101930,15452,Offline,10,38,62,190,Urban,8,12,8,7.2,0.47,1912,82,76,139944,7,43,306994,2,7,Bootstrapped,B2C,8,4,1,103717
